StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.13054766954092919774634499780241210835,1
1.2.826.0.1.3680043.8.498.13062438493893996542058869514390908492,4
1.2.826.0.1.3680043.8.498.13062978180647549151946243290102173508,0
1.2.826.0.1.3680043.8.498.13065120731888368919957856813755701101,3
1.2.826.0.1.3680043.8.498.13068696303639759696458130704554709416,1
1.2.826.0.1.3680043.8.498.13069081594164738319108129224400751974,0
1.2.826.0.1.3680043.8.498.13072908567275370866813748886351904593,2
1.2.826.0.1.3680043.8.498.13073387272228394257811861905056479438,4
1.2.826.0.1.3680043.8.498.13077357855769903335728068420884303993,4
1.2.826.0.1.3680043.8.498.13078009378379325641560321462188164769,2
1.2.826.0.1.3680043.8.498.13078551660783737720660607567713996703,0
1.2.826.0.1.3680043.8.498.13078834627392793401892111941627273421,1
1.2.826.0.1.3680043.8.498.13079170182386765602129976624023222742,2
1.2.826.0.1.3680043.8.498.13086260989634665810181105278930088749,1
1.2.826.0.1.3680043.8.498.13087770868099843948960419968576882974,0
1.2.826.0.1.3680043.8.498.13088550794087945662322609097092458487,4
1.2.826.0.1.3680043.8.498.13092094949394905924922534008771583745,0
1.2.826.0.1.3680043.8.498.13093528938282977263747792690249036456,0
1.2.826.0.1.3680043.8.498.13093751810869039645959119469231437894,4
1.2.826.0.1.3680043.8.498.13096288495834275184930201615129174987,0
1.2.826.0.1.3680043.8.498.13099702881219862576749493772702888064,1
1.2.826.0.1.3680043.8.498.13102058401501684064017656674827527261,3
1.2.826.0.1.3680043.8.498.13103513835731355705707295729643672786,0
1.2.826.0.1.3680043.8.498.13108275880471592702987713766776683590,4
1.2.826.0.1.3680043.8.498.13113623966675790946816351311283701141,3
1.2.826.0.1.3680043.8.498.13114228294359876639109410575915394712,4
1.2.826.0.1.3680043.8.498.13114693814781737495494700902699619138,0
1.2.826.0.1.3680043.8.498.13116941594523500503401720636978356127,3
1.2.826.0.1.3680043.8.498.13118325043138522704531128725514354285,3
1.2.826.0.1.3680043.8.498.13118532243906060645114391749986421707,3
1.2.826.0.1.3680043.8.498.13125910783461518266627225743585018143,1
1.2.826.0.1.3680043.8.498.13126070481622692281046898445918832841,1
1.2.826.0.1.3680043.8.498.13126380916005729420163981055214890048,0
1.2.826.0.1.3680043.8.498.13128352910661672966143173193241171100,4
1.2.826.0.1.3680043.8.498.13128506994126383651503283021834372142,3
1.2.826.0.1.3680043.8.498.13129258242739880102472095242703169773,1
1.2.826.0.1.3680043.8.498.13130534736322715018024786213131944607,3
1.2.826.0.1.3680043.8.498.13131420451380633781538717117200087258,4
1.2.826.0.1.3680043.8.498.13133755791254469039849289186598412660,3
1.2.826.0.1.3680043.8.498.13135567399913958681613600650440761032,0
1.2.826.0.1.3680043.8.498.13136367866260644484250529322937554927,4
1.2.826.0.1.3680043.8.498.13136392756016978765204420377500607545,0
1.2.826.0.1.3680043.8.498.13137510961466386836387239510287919268,4
1.2.826.0.1.3680043.8.498.13137549927896953291645459480590055925,1
1.2.826.0.1.3680043.8.498.13139684164906828131777150061532685584,1
1.2.826.0.1.3680043.8.498.13143446880514535170343243531129864116,2
1.2.826.0.1.3680043.8.498.13146466304138609448483938844487385775,1
1.2.826.0.1.3680043.8.498.13147249459968468500804358644901642270,4
1.2.826.0.1.3680043.8.498.13148805278538458401210722493048566510,3
1.2.826.0.1.3680043.8.498.13150780733560495803861509587935093776,4
1.2.826.0.1.3680043.8.498.13150794288945922409613136250303663502,3
1.2.826.0.1.3680043.8.498.13151845892175420505816340845155354956,4
1.2.826.0.1.3680043.8.498.13152690996267297597178587721720788387,4
1.2.826.0.1.3680043.8.498.13155572156594271049520969168607160312,2
1.2.826.0.1.3680043.8.498.13157776420553094741176082047621957775,3
1.2.826.0.1.3680043.8.498.13158227087287104386790063637592969032,0
1.2.826.0.1.3680043.8.498.13158644154518335426512578922874968296,3
1.2.826.0.1.3680043.8.498.13162284470388627411596358366248494046,1
1.2.826.0.1.3680043.8.498.13162479706670045075896993021883562680,1
1.2.826.0.1.3680043.8.498.13163727085668231782866823012535268245,0
1.2.826.0.1.3680043.8.498.13165770394160595162984722917452661205,0
1.2.826.0.1.3680043.8.498.13167727300538353052482338786183678684,1
1.2.826.0.1.3680043.8.498.13172295193446466338347273836250944090,1
1.2.826.0.1.3680043.8.498.13173050135651736408720687361834045815,3
1.2.826.0.1.3680043.8.498.13173781757294564816839795307893228067,1
1.2.826.0.1.3680043.8.498.13173926977743814814616127342102020710,4
1.2.826.0.1.3680043.8.498.13176146790594027813190776550419533937,2
1.2.826.0.1.3680043.8.498.13179169600887013946657470830682778717,0
1.2.826.0.1.3680043.8.498.13179829911816163852815103052496326166,2
1.2.826.0.1.3680043.8.498.13197409499722328227876152940338160369,3
1.2.826.0.1.3680043.8.498.13199635020145400856987271814458645896,1
1.2.826.0.1.3680043.8.498.13200225436827306542001129042739578441,2
1.2.826.0.1.3680043.8.498.13203246712933982189680087013566455075,3
1.2.826.0.1.3680043.8.498.13207489724395276840990928372610055495,2
1.2.826.0.1.3680043.8.498.13210084125872700841685814144002495145,4
1.2.826.0.1.3680043.8.498.13211838518836535713919214396985811434,3
1.2.826.0.1.3680043.8.498.13212280182729018182073794487313115605,1
1.2.826.0.1.3680043.8.498.13214267416673058581197714011913363750,1
1.2.826.0.1.3680043.8.498.13222515831888962408632292783773537312,2
1.2.826.0.1.3680043.8.498.13224933005220329091792052916905776921,0
1.2.826.0.1.3680043.8.498.13226961394403558608712498872213808226,2
1.2.826.0.1.3680043.8.498.13229563888378977350299319159748823477,4
1.2.826.0.1.3680043.8.498.13232501202175905676335982676386953813,3
1.2.826.0.1.3680043.8.498.13234278816788324761159326624155958655,0
1.2.826.0.1.3680043.8.498.13240749152416621711688053465035013133,2
1.2.826.0.1.3680043.8.498.13242536312535334908597493894251783308,2
1.2.826.0.1.3680043.8.498.13245409855393847268063261203253424169,3
1.2.826.0.1.3680043.8.498.13246496699722524712272293738359002501,1
1.2.826.0.1.3680043.8.498.13256173302993031630968402868348974108,1
1.2.826.0.1.3680043.8.498.13261595972961358158990410740461308054,4
1.2.826.0.1.3680043.8.498.13262053361139017457941697384315610025,3
1.2.826.0.1.3680043.8.498.13262473718294425031790270527413368245,3
1.2.826.0.1.3680043.8.498.13262583253812134425581922368942846684,3
1.2.826.0.1.3680043.8.498.13263128568157735797391439005687112733,4
1.2.826.0.1.3680043.8.498.13267708980958529833316446819156908381,4
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,3
1.2.826.0.1.3680043.8.498.13269841239774089690227054060975903636,0
1.2.826.0.1.3680043.8.498.13273890409523605456488117581706115075,2
1.2.826.0.1.3680043.8.498.13280017707177438711374726939683941320,4
1.2.826.0.1.3680043.8.498.13283411144589724334502427926341646116,4
1.2.826.0.1.3680043.8.498.13284123714012951608998434802430211634,2
1.2.826.0.1.3680043.8.498.13286048014183811835847662577023535662,2
1.2.826.0.1.3680043.8.498.13288244567806030859347115222642155186,3
1.2.826.0.1.3680043.8.498.13290698873574296175460151724606672982,4
1.2.826.0.1.3680043.8.498.13291943370279119939499960846843879156,1
1.2.826.0.1.3680043.8.498.13295231176137292542631413614945667314,4
1.2.826.0.1.3680043.8.498.13295633458001436592005068637719195786,4
1.2.826.0.1.3680043.8.498.13297973188397662905314777604089528518,1
1.2.826.0.1.3680043.8.498.13309299049346932814529962458932580753,0
1.2.826.0.1.3680043.8.498.13312139694018789912028129989483016875,3
1.2.826.0.1.3680043.8.498.13314276151860609710431717811242659651,0
1.2.826.0.1.3680043.8.498.13319886927127591971322856062062654146,1
1.2.826.0.1.3680043.8.498.13321746459276191365724686301267421531,3
1.2.826.0.1.3680043.8.498.13323187196249612936800308722675884644,2
1.2.826.0.1.3680043.8.498.13328029743559327467301971917273397645,1
1.2.826.0.1.3680043.8.498.13330694332190836651711643932953274573,1
1.2.826.0.1.3680043.8.498.13332521365069604440230185026865466121,1
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,2
1.2.826.0.1.3680043.8.498.13335786652653204791740906118815827207,0
1.2.826.0.1.3680043.8.498.13341507176140340924941654608476073030,4
1.2.826.0.1.3680043.8.498.13353249891620291438488727876474802879,4
1.2.826.0.1.3680043.8.498.13353409340862821090624127486679097099,1
1.2.826.0.1.3680043.8.498.13353966209257569249620562863006006441,2
1.2.826.0.1.3680043.8.498.13357923062946813820390731946535198170,1
1.2.826.0.1.3680043.8.498.13358702230966891064267033765095124604,0
1.2.826.0.1.3680043.8.498.13361877959630120404875545203408927433,2
1.2.826.0.1.3680043.8.498.13363562142644508091380459785810556567,0
1.2.826.0.1.3680043.8.498.13363856251607349805111249441972460575,4
1.2.826.0.1.3680043.8.498.13367691581890020433564928882602648123,4
1.2.826.0.1.3680043.8.498.13367740087756379568826046059252678700,1
1.2.826.0.1.3680043.8.498.13368881691140330168876825436602977388,4
1.2.826.0.1.3680043.8.498.13369443704765101449274062863864122737,3
1.2.826.0.1.3680043.8.498.13371001997511542011416510364359588752,4
1.2.826.0.1.3680043.8.498.13377426362348493372112241208607685717,4
1.2.826.0.1.3680043.8.498.13380735447520796902327272696579348141,0
1.2.826.0.1.3680043.8.498.13383972749798909973472489456126521194,0
1.2.826.0.1.3680043.8.498.13390551515761269433524925969561757962,1
1.2.826.0.1.3680043.8.498.13391735462825209934041441767886593395,4
1.2.826.0.1.3680043.8.498.13393268272072264469105890769640363680,3
1.2.826.0.1.3680043.8.498.13399254446600380420635633478666850540,0
1.2.826.0.1.3680043.8.498.13400273795954308944359576841942016981,4
1.2.826.0.1.3680043.8.498.13405120554981098042415743645998258385,0
1.2.826.0.1.3680043.8.498.13430522388784978790587514142693914965,2
1.2.826.0.1.3680043.8.498.13440909104569690641314836192184434461,0
1.2.826.0.1.3680043.8.498.13455212888114594010716499984611216646,2
1.2.826.0.1.3680043.8.498.13459473184684263663596121399737033933,3
1.2.826.0.1.3680043.8.498.13460078631594032326006554321483799928,2
1.2.826.0.1.3680043.8.498.13460268079835549295338279322112693785,0
1.2.826.0.1.3680043.8.498.13461073016327661159616957998589287085,0
1.2.826.0.1.3680043.8.498.13463672277039459152171414002273376185,4
1.2.826.0.1.3680043.8.498.13505671694940677161128783863912245059,2
1.2.826.0.1.3680043.8.498.13575953449958751965232580597585303226,2
1.2.826.0.1.3680043.8.498.13597463452741791628023738080583139636,1
1.2.826.0.1.3680043.8.498.13616982533395291590655841043722813973,3
1.2.826.0.1.3680043.8.498.13660439785395658826946769630921591235,1
1.2.826.0.1.3680043.8.498.13695989890112408005495264068064110179,3
1.2.826.0.1.3680043.8.498.13737588520456064856233576393747389054,0
1.2.826.0.1.3680043.8.498.13762716088334302039143651507177887969,1
1.2.826.0.1.3680043.8.498.13829111847660458141056077151781118782,1
1.2.826.0.1.3680043.8.498.13843368750899904654034226115826130084,4
1.2.826.0.1.3680043.8.498.13879163301346984697246311226647565712,0
1.2.826.0.1.3680043.8.498.13915367834258386094001181500560177470,0
1.2.826.0.1.3680043.8.498.13958765761660666865188384031150827763,2
1.2.826.0.1.3680043.8.498.13972325309264527611989585341636140156,1
1.2.826.0.1.3680043.8.498.13975027824128345697756313869165838055,1
1.2.826.0.1.3680043.8.498.14024129019390041106306062001538710978,4
1.2.826.0.1.3680043.8.498.14032903253348079919799627243690484791,0
1.2.826.0.1.3680043.8.498.14061227335828384505403558788548348446,2
1.2.826.0.1.3680043.8.498.14066537811671722419109228137841995847,2
1.2.826.0.1.3680043.8.498.14117402902169664329719927863268363596,3
1.2.826.0.1.3680043.8.498.14137431039800236510749401303688858447,0
1.2.826.0.1.3680043.8.498.14188540532926067083914263496492255704,4
1.2.826.0.1.3680043.8.498.14218113768651197803980865495163189825,1
1.2.826.0.1.3680043.8.498.14229598279617168024212382336641104878,2
1.2.826.0.1.3680043.8.498.14236519693915284584208989450687591759,0
1.2.826.0.1.3680043.8.498.14300107110014472682373589824643789093,2
1.2.826.0.1.3680043.8.498.14325424371811230497993759959862738838,0
1.2.826.0.1.3680043.8.498.14347036698014475959973071477777915575,0
1.2.826.0.1.3680043.8.498.14377917653321813299237274871837695586,3
1.2.826.0.1.3680043.8.498.14400292895187181989838122627394761532,4
1.2.826.0.1.3680043.8.498.14453847272947043746856632410254555895,2
1.2.826.0.1.3680043.8.498.14472261871417480346162193127520918127,1
1.2.826.0.1.3680043.8.498.14477978091360159774052709992034078166,4
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,1
1.2.826.0.1.3680043.8.498.14490539215064287912254286565666891557,3
1.2.826.0.1.3680043.8.498.14495028403937132710814780922642512791,1
1.2.826.0.1.3680043.8.498.14511862461248267537051973802039959211,0
1.2.826.0.1.3680043.8.498.14558486491688263090686005096911018438,1
1.2.826.0.1.3680043.8.498.14679140388328648617386311272361396555,1
1.2.826.0.1.3680043.8.498.14728068688166107022558957899468489735,2
1.2.826.0.1.3680043.8.498.14744714658078107007743063095375646143,0
1.2.826.0.1.3680043.8.498.14770617961376953596780345652892307570,4
1.2.826.0.1.3680043.8.498.14776241668061173271058268311868302014,3
1.2.826.0.1.3680043.8.498.14806659119591146961784818305031900863,1
1.2.826.0.1.3680043.8.498.14845527334849156639306067473358712770,0
1.2.826.0.1.3680043.8.498.14850534390650184292244380816212794996,1
1.2.826.0.1.3680043.8.498.14958560978176121375035839707004667832,0
1.2.826.0.1.3680043.8.498.14959561028578335448289993045623217861,0
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,0
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,0
1.2.826.0.1.3680043.8.498.15024602758408626305833210011882949904,0
1.2.826.0.1.3680043.8.498.15025957400098336605043184930980421418,1
1.2.826.0.1.3680043.8.498.15065556607080211420503043544482923211,4
1.2.826.0.1.3680043.8.498.15090991392324602559982474708414427621,1
1.2.826.0.1.3680043.8.498.15103255966832759925770334719703425755,1
1.2.826.0.1.3680043.8.498.15133818248365103660456294775831248835,1
1.2.826.0.1.3680043.8.498.15219410096632334470101257478715035071,4
1.2.826.0.1.3680043.8.498.15219824433491621460467738389345697247,2
1.2.826.0.1.3680043.8.498.15297444019822621504849851092382560980,3
1.2.826.0.1.3680043.8.498.15326951535563258414956521742264374802,0
1.2.826.0.1.3680043.8.498.15337067581747365729183643142512558411,3
1.2.826.0.1.3680043.8.498.15360150088598749206650025637914821738,0
1.2.826.0.1.3680043.8.498.15376535778246978844757121776560020722,4
1.2.826.0.1.3680043.8.498.15399233309269178192583032682669258885,2
1.2.826.0.1.3680043.8.498.15428051518761311558410606976607852351,3
1.2.826.0.1.3680043.8.498.15444316810805746453392291780593934328,3
1.2.826.0.1.3680043.8.498.15468179600399954478612037548577772269,1
1.2.826.0.1.3680043.8.498.15486463042236628073590077209793828847,4
1.2.826.0.1.3680043.8.498.15522600887743817464976568872439594397,4
1.2.826.0.1.3680043.8.498.15539098084847502447238233198010208924,0
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,2
1.2.826.0.1.3680043.8.498.15595595490910196952568459534537629865,4
1.2.826.0.1.3680043.8.498.15599161312748548709240395406977042093,4
1.2.826.0.1.3680043.8.498.15630146025588580188363070220779173742,3
1.2.826.0.1.3680043.8.498.15709232000390534671340322807442769184,2
1.2.826.0.1.3680043.8.498.15744573360087157139672078937679122840,4
1.2.826.0.1.3680043.8.498.15851463019383290210760064201595021029,0
1.2.826.0.1.3680043.8.498.15863325224755490561125835019647303556,2
1.2.826.0.1.3680043.8.498.15969838281154273030237391394632849764,1
1.2.826.0.1.3680043.8.498.16046164723877343553376490423345098256,1
1.2.826.0.1.3680043.8.498.16051798246004436152597344963060310360,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,4
1.2.826.0.1.3680043.8.498.16101435445990180482665354366724730305,4
1.2.826.0.1.3680043.8.498.16158812105029662172517682642229718094,3
1.2.826.0.1.3680043.8.498.16164261456077269604929662134371603081,1
1.2.826.0.1.3680043.8.498.16189833935983604051983090678102023832,1
1.2.826.0.1.3680043.8.498.16200518336931321995379999168737787921,3
1.2.826.0.1.3680043.8.498.16225091905018667993201414191711776943,2
1.2.826.0.1.3680043.8.498.16258190393569006141285550986533848849,4
1.2.826.0.1.3680043.8.498.16318078762749420171833135145622117452,1
1.2.826.0.1.3680043.8.498.16338296537380784459604897543069625390,1
1.2.826.0.1.3680043.8.498.16364873390453802195568603605191835957,3
1.2.826.0.1.3680043.8.498.16370303687278282143772106415664171358,2
1.2.826.0.1.3680043.8.498.16397020531009156965821242117417547331,3
1.2.826.0.1.3680043.8.498.16469256144078887607437578587242258846,1
1.2.826.0.1.3680043.8.498.16483470188406187000599644150600279596,1
1.2.826.0.1.3680043.8.498.16527747624688737126118546487228060848,1
1.2.826.0.1.3680043.8.498.16534078612126477228267765508485297367,4
1.2.826.0.1.3680043.8.498.16538738179840493095338324009830673843,0
1.2.826.0.1.3680043.8.498.16550793987525699514242241133391355835,2
1.2.826.0.1.3680043.8.498.16581426215518472805200227992550139190,0
1.2.826.0.1.3680043.8.498.16589468854653713035210251187012168350,0
1.2.826.0.1.3680043.8.498.16657553974040122719239506008948241297,0
1.2.826.0.1.3680043.8.498.16666020201961191623151386398626511849,0
1.2.826.0.1.3680043.8.498.16674237773422474998796191258459643061,4
1.2.826.0.1.3680043.8.498.16691383858003633107641297162554868325,2
1.2.826.0.1.3680043.8.498.16709565360569239280032743619008187278,1
1.2.826.0.1.3680043.8.498.16709696133689803501344038926512501779,4
1.2.826.0.1.3680043.8.498.16718788321951483456195507236392554704,4
1.2.826.0.1.3680043.8.498.16724013341359693140331158148551346369,4
1.2.826.0.1.3680043.8.498.16774450022563283092653506225603012645,2
1.2.826.0.1.3680043.8.498.16812524557513419866531695739014681414,4
1.2.826.0.1.3680043.8.498.16843381581429596234606436682284624187,3
1.2.826.0.1.3680043.8.498.16845451648760595922758166878121325861,3
1.2.826.0.1.3680043.8.498.16862596867845295946732698348903803700,1
1.2.826.0.1.3680043.8.498.16864649493021092944977766326505053153,2
1.2.826.0.1.3680043.8.498.16886658450293145802897654768506439494,3
1.2.826.0.1.3680043.8.498.17049315826418217889213226790962592213,4
1.2.826.0.1.3680043.8.498.17056997047488992455301411194938263817,2
1.2.826.0.1.3680043.8.498.17070139245390396445395414066427036835,4
1.2.826.0.1.3680043.8.498.17074746747536999918446136673966046653,3
1.2.826.0.1.3680043.8.498.17092147498062993594620309531155267119,2
1.2.826.0.1.3680043.8.498.17093025979426350838724553020541643719,2
1.2.826.0.1.3680043.8.498.17107696939614797679012793547913769707,1
1.2.826.0.1.3680043.8.498.17123244662958741977525806700986256210,3
1.2.826.0.1.3680043.8.498.17146868851921828837871671912815843012,3
1.2.826.0.1.3680043.8.498.17160610480070701553118850947260201608,1
1.2.826.0.1.3680043.8.498.17241550277273207658303011467222594165,0
1.2.826.0.1.3680043.8.498.17265093113586420061761042467476063876,1
1.2.826.0.1.3680043.8.498.17274490471295558668613733667390457509,3
1.2.826.0.1.3680043.8.498.17336223563862025807066700226971845206,2
1.2.826.0.1.3680043.8.498.17389120886685633448235711042721669823,1
1.2.826.0.1.3680043.8.498.17415936504684075438800895036740822145,0
1.2.826.0.1.3680043.8.498.17420673628956367425739018933968443620,1
1.2.826.0.1.3680043.8.498.17427902052389033416295416299697276519,3
1.2.826.0.1.3680043.8.498.17517950899674150719043097786728121608,4
1.2.826.0.1.3680043.8.498.17547781127981007962008163248942714330,0
1.2.826.0.1.3680043.8.498.17596657287050550465463272509976106854,4
1.2.826.0.1.3680043.8.498.17618734998753079190687719289815512319,2
1.2.826.0.1.3680043.8.498.17662880041629379035049367252086125592,3
1.2.826.0.1.3680043.8.498.17663005209256897892831319144686413853,3
1.2.826.0.1.3680043.8.498.17691941055331862184525411493110144433,1
1.2.826.0.1.3680043.8.498.17741907690913585163443565102293192244,3
1.2.826.0.1.3680043.8.498.17768582402712001917772688462080201650,2
1.2.826.0.1.3680043.8.498.17769942698581399165275319502954100325,1
1.2.826.0.1.3680043.8.498.17813878802252660525798053577039470087,0
1.2.826.0.1.3680043.8.498.17836815413824722543229791044312174885,3
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,4
1.2.826.0.1.3680043.8.498.17856297841306582866782295284505406916,2
1.2.826.0.1.3680043.8.498.17865613300681542407687000381594067366,2
1.2.826.0.1.3680043.8.498.17909590711893200514107254988453660857,1
1.2.826.0.1.3680043.8.498.17931021655186901394796168474942485728,4
1.2.826.0.1.3680043.8.498.17967978373588651520812399064902037467,1
1.2.826.0.1.3680043.8.498.17985756708438762670829959560049370730,3
1.2.826.0.1.3680043.8.498.18080511167840608448833484000937072258,1
1.2.826.0.1.3680043.8.498.18090147030578547920423840630147682826,0
1.2.826.0.1.3680043.8.498.18092766733837308394607532608319746043,4
1.2.826.0.1.3680043.8.498.18113123512696698441392990570166201548,2
1.2.826.0.1.3680043.8.498.18114567737638963627123562895002602285,0
1.2.826.0.1.3680043.8.498.18175450083338316799857698898702333009,1
1.2.826.0.1.3680043.8.498.18176586296602067352845573876750324761,4
1.2.826.0.1.3680043.8.498.18199465156572252531439880765733639584,2
1.2.826.0.1.3680043.8.498.18230847745299902998425838090653825745,1
1.2.826.0.1.3680043.8.498.18245500498843512203508664874652003124,1
1.2.826.0.1.3680043.8.498.18315708641533862849721595991941979080,1
1.2.826.0.1.3680043.8.498.18344563362014614046776037921812502569,4
1.2.826.0.1.3680043.8.498.18350185433331570523543207086298834067,3
1.2.826.0.1.3680043.8.498.18389676218363070462526838642303976332,0
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,1
1.2.826.0.1.3680043.8.498.18403627643718880914843209837672242908,4
1.2.826.0.1.3680043.8.498.18509793799833391995987656714798904411,4
1.2.826.0.1.3680043.8.498.18518393141873346710197645305647124682,4
1.2.826.0.1.3680043.8.498.18529656610752887218162968403101035390,2
1.2.826.0.1.3680043.8.498.18592535981451766048952107991674227570,4
1.2.826.0.1.3680043.8.498.18614704377104425868545800677445972261,2
1.2.826.0.1.3680043.8.498.18625377919309205857120774497713011583,0
1.2.826.0.1.3680043.8.498.18653838887148864162027930218548124748,4
1.2.826.0.1.3680043.8.498.18671006890719350655167441375718348829,4
1.2.826.0.1.3680043.8.498.18680059761479598675335345641208680006,4
1.2.826.0.1.3680043.8.498.18695727379446620258431748063749176639,1
1.2.826.0.1.3680043.8.498.18721466442792788108431096912844719622,4
1.2.826.0.1.3680043.8.498.18758199166360428760124471581842191566,1
1.2.826.0.1.3680043.8.498.18792568294433896490648198192877693850,1
1.2.826.0.1.3680043.8.498.18807952338149288346040972005636698334,1
1.2.826.0.1.3680043.8.498.18825393854436144614202928260751418496,0
1.2.826.0.1.3680043.8.498.18848481788456572234982139368351538716,1
1.2.826.0.1.3680043.8.498.18879049235810379709186936621085221483,1
1.2.826.0.1.3680043.8.498.18899625751876258520147203904985857313,4
1.2.826.0.1.3680043.8.498.18931107448953327254073392032141677797,0
1.2.826.0.1.3680043.8.498.18968967345606818331567480514437075646,2
1.2.826.0.1.3680043.8.498.18993960105596277135383396226525760874,4
1.2.826.0.1.3680043.8.498.19034825848229751701363461935217290295,4
1.2.826.0.1.3680043.8.498.19104350033985745058396432133828748480,3
1.2.826.0.1.3680043.8.498.19124879088354547836118593585646705198,1
1.2.826.0.1.3680043.8.498.19178214677492694135853596920291058397,3
1.2.826.0.1.3680043.8.498.19183011851352129901149443549646899548,2
1.2.826.0.1.3680043.8.498.19194090255958016414082788444327981898,3
1.2.826.0.1.3680043.8.498.19197037365998103318720742154440921358,3
1.2.826.0.1.3680043.8.498.19198152070740205434848422424805073748,0
1.2.826.0.1.3680043.8.498.19291375342005405073321673638971145777,3
1.2.826.0.1.3680043.8.498.19342628541833173544083802327412975225,2
1.2.826.0.1.3680043.8.498.19374331384306309057311171252852774841,3
1.2.826.0.1.3680043.8.498.19419878169415950073207624537163068568,4
1.2.826.0.1.3680043.8.498.19439950168933299231685815631786334293,3
1.2.826.0.1.3680043.8.498.19486520578867272329833751210055639515,4
1.2.826.0.1.3680043.8.498.19489875090732464985703624680756212359,2
1.2.826.0.1.3680043.8.498.19512754570664577075249836633718382506,2
1.2.826.0.1.3680043.8.498.19516545000256238042886469152307943182,3
1.2.826.0.1.3680043.8.498.19573195389434178432956976770560221462,2
1.2.826.0.1.3680043.8.498.19592989024994864431870593504844309885,3
1.2.826.0.1.3680043.8.498.19601428113073026637547887698342670296,3
1.2.826.0.1.3680043.8.498.19624674714110931897302481276137067638,1
1.2.826.0.1.3680043.8.498.19706775737718777290660344285046025310,3
1.2.826.0.1.3680043.8.498.19722687746450343001601428638894755031,1
1.2.826.0.1.3680043.8.498.19788612491138642031531719942303619648,2
1.2.826.0.1.3680043.8.498.19813267030974842239752491935957206955,1
1.2.826.0.1.3680043.8.498.19821498229702528191367700655079805824,1
1.2.826.0.1.3680043.8.498.19830663206351645385520268848711462246,0
1.2.826.0.1.3680043.8.498.19832308119617081676615236082965891208,2
1.2.826.0.1.3680043.8.498.19845711038895023426012115550237130530,2
1.2.826.0.1.3680043.8.498.19871496221665809577186118817075295760,2
1.2.826.0.1.3680043.8.498.19887850741193535685529812263489892001,2
1.2.826.0.1.3680043.8.498.19895710326297085463251295629948896948,0
1.2.826.0.1.3680043.8.498.19925337578871911327225897926650188274,2
1.2.826.0.1.3680043.8.498.19965044457637713843792494926652048462,0
1.2.826.0.1.3680043.8.498.19977273190231806393528180968361858122,1
1.2.826.0.1.3680043.8.498.20023559426196341254845485444587607391,1
1.2.826.0.1.3680043.8.498.20063306448698185569553477478719533390,2
1.2.826.0.1.3680043.8.498.20123813962665544845986028832159432587,0
1.2.826.0.1.3680043.8.498.20134168618929769962391688049013971830,3
1.2.826.0.1.3680043.8.498.20156361590688072955579948030116579099,0
1.2.826.0.1.3680043.8.498.20184541870535223885310764061146422870,3
1.2.826.0.1.3680043.8.498.20192024727432864451309151144591371229,0
1.2.826.0.1.3680043.8.498.20196165276643741937915346646793735100,3
1.2.826.0.1.3680043.8.498.20204907530808218314127264658715054041,0
1.2.826.0.1.3680043.8.498.20232953944759707220316171133595554284,2
1.2.826.0.1.3680043.8.498.20266523169651039493799975212435349766,0
1.2.826.0.1.3680043.8.498.20269296702024202621734017056347194499,0
1.2.826.0.1.3680043.8.498.20301796413163444642416918108994411350,4
1.2.826.0.1.3680043.8.498.20375739629244657719385962474248679850,0
1.2.826.0.1.3680043.8.498.20411068889491114730824265411248922690,2
1.2.826.0.1.3680043.8.498.20427402498958253193571475926580142499,3
1.2.826.0.1.3680043.8.498.20472525526345683475357475395677168372,3
1.2.826.0.1.3680043.8.498.20488337421252584047930242186072775007,1
1.2.826.0.1.3680043.8.498.20509336519532058090925280050885010886,0
1.2.826.0.1.3680043.8.498.20521417572710861366819886462837836465,4
1.2.826.0.1.3680043.8.498.20522330861615570894210641293344468905,0
1.2.826.0.1.3680043.8.498.20587514285427671071934631922521946816,2
1.2.826.0.1.3680043.8.498.20600318722531772866761132262772105640,1
1.2.826.0.1.3680043.8.498.20640858366001462094044810443654811785,4
1.2.826.0.1.3680043.8.498.20690227395174139480327772367312879333,4
1.2.826.0.1.3680043.8.498.20733151481921261415295204209910573639,3
1.2.826.0.1.3680043.8.498.20781255814255169306555078952156148784,2
1.2.826.0.1.3680043.8.498.20801986011906346655458394198951999413,3
1.2.826.0.1.3680043.8.498.20850785960533583051456342090773230767,4
1.2.826.0.1.3680043.8.498.20852351697358589606507109300359572624,4
1.2.826.0.1.3680043.8.498.20859518005209632163032213488405671537,1
1.2.826.0.1.3680043.8.498.20933151653103548000061448393771614270,2
1.2.826.0.1.3680043.8.498.20947841686457891570351579406919873254,2
1.2.826.0.1.3680043.8.498.20953536352252551462901259297974956430,1
1.2.826.0.1.3680043.8.498.20969353615978236040448556356026349615,1
