StudyInstanceUID,fold
1.2.826.0.1.3680043.8.498.12301945990161670321760708884248055936,1
1.2.826.0.1.3680043.8.498.12303161232396569915032951761728884199,0
1.2.826.0.1.3680043.8.498.12305281328019552390691110900015627668,2
1.2.826.0.1.3680043.8.498.12305733049746414359748178404911549573,4
1.2.826.0.1.3680043.8.498.12307356432736970350794033171174403632,1
1.2.826.0.1.3680043.8.498.12308357850075929758995438211317707857,0
1.2.826.0.1.3680043.8.498.12314729913655626716039376606973474150,4
1.2.826.0.1.3680043.8.498.12322760603170246518010233325038530097,4
1.2.826.0.1.3680043.8.498.12326930847104022196329390608780066947,3
1.2.826.0.1.3680043.8.498.12328313245396930020974053819810033945,0
1.2.826.0.1.3680043.8.498.12331841096593105748526634055968654914,3
1.2.826.0.1.3680043.8.498.12332727488899501354972751168284397151,1
1.2.826.0.1.3680043.8.498.12333996498811456012744466468462396081,0
1.2.826.0.1.3680043.8.498.12335573784261147388984372283481919933,0
1.2.826.0.1.3680043.8.498.12345064031074704673835101507426902246,4
1.2.826.0.1.3680043.8.498.12347007036329783363431172840583325937,1
1.2.826.0.1.3680043.8.498.12348352904452887226227118450588511578,0
1.2.826.0.1.3680043.8.498.12348875283993064999589090039392140219,2
1.2.826.0.1.3680043.8.498.12348960754791091583201828167607825033,4
1.2.826.0.1.3680043.8.498.12349656752404066719917550972333542508,2
1.2.826.0.1.3680043.8.498.12352132666379687393012255589355771387,0
1.2.826.0.1.3680043.8.498.12354685390005531691919754048141542648,3
1.2.826.0.1.3680043.8.498.12355011301785011370279005103251815187,3
1.2.826.0.1.3680043.8.498.12356611369549236159671896247094661767,3
1.2.826.0.1.3680043.8.498.12361144153852256276011948786791830435,2
1.2.826.0.1.3680043.8.498.12365033663152692616611548717152384269,0
1.2.826.0.1.3680043.8.498.12366238437963147962850341556508931973,2
1.2.826.0.1.3680043.8.498.12373923338033469765189220784089350380,2
1.2.826.0.1.3680043.8.498.12374183329974116022606010915169117790,4
1.2.826.0.1.3680043.8.498.12377852033407536077897684568488365785,1
1.2.826.0.1.3680043.8.498.12379570725733005682132316461218878636,2
1.2.826.0.1.3680043.8.498.12381325071746339154385415220972069782,3
1.2.826.0.1.3680043.8.498.12381909868368799280462187344958674397,0
1.2.826.0.1.3680043.8.498.12383716855639375235119728470042467411,0
1.2.826.0.1.3680043.8.498.12386255059403233724886571725482313876,0
1.2.826.0.1.3680043.8.498.12387075993162655781372091860026675548,2
1.2.826.0.1.3680043.8.498.12387241932914995417493041212958089910,4
1.2.826.0.1.3680043.8.498.12387667155732116394489547491673280062,3
1.2.826.0.1.3680043.8.498.12390186846317493876612228407734068726,0
1.2.826.0.1.3680043.8.498.12401147012438969595202076588471168894,2
1.2.826.0.1.3680043.8.498.12406043058701411628555010402350032739,0
1.2.826.0.1.3680043.8.498.12408186961945791320086301369036829266,0
1.2.826.0.1.3680043.8.498.12408314059030096510457440879771212020,3
1.2.826.0.1.3680043.8.498.12408933790879905193765468926022393696,2
1.2.826.0.1.3680043.8.498.12408945963789246646229147558387793270,0
1.2.826.0.1.3680043.8.498.12411340904876460326022004747253138831,3
1.2.826.0.1.3680043.8.498.12411396124304166984011280826756258628,1
1.2.826.0.1.3680043.8.498.12414869188691502885668778427120766321,0
1.2.826.0.1.3680043.8.498.12426381920136706157912507136730458010,1
1.2.826.0.1.3680043.8.498.12431272351851438889289190308550697909,0
1.2.826.0.1.3680043.8.498.12432974885645948103184031984290883090,1
1.2.826.0.1.3680043.8.498.12435506274406010562396858512839065232,3
1.2.826.0.1.3680043.8.498.12437154858167700438432674983971817217,0
1.2.826.0.1.3680043.8.498.12438369033802887819851319347622787876,3
1.2.826.0.1.3680043.8.498.12438775479300781065075835270622538230,4
1.2.826.0.1.3680043.8.498.12448079646359892252441208258836556945,1
1.2.826.0.1.3680043.8.498.12450858400030959723767712312663176092,4
1.2.826.0.1.3680043.8.498.12462498156569316578044317782899399656,2
1.2.826.0.1.3680043.8.498.12462703906850759490077163612851243080,0
1.2.826.0.1.3680043.8.498.12471165461877621368840037945454256612,1
1.2.826.0.1.3680043.8.498.12473533314363654795650919604551685896,3
1.2.826.0.1.3680043.8.498.12473755232610784318190599222252893949,3
1.2.826.0.1.3680043.8.498.12481913908649439189738319460342358360,1
1.2.826.0.1.3680043.8.498.12482482491088588051076210158062455084,4
1.2.826.0.1.3680043.8.498.12484700311993345120015691857089576898,2
1.2.826.0.1.3680043.8.498.12487362549907644519947672428024977201,1
1.2.826.0.1.3680043.8.498.12489752598467506094826904655029553699,4
1.2.826.0.1.3680043.8.498.12490034912643658601552092574630438642,3
1.2.826.0.1.3680043.8.498.12491395125580387847235487841392723348,0
1.2.826.0.1.3680043.8.498.12491747080684524905643593142141672951,3
1.2.826.0.1.3680043.8.498.12491796764641306046176352066215240074,3
1.2.826.0.1.3680043.8.498.12492431885298164225672926785397151525,0
1.2.826.0.1.3680043.8.498.12497144849433082154223897356471317072,1
1.2.826.0.1.3680043.8.498.12499208731138180053966892599139021038,1
1.2.826.0.1.3680043.8.498.12501925425699863373513819814520995919,2
1.2.826.0.1.3680043.8.498.12505035424093604269515328931488770819,0
1.2.826.0.1.3680043.8.498.12507957850103916926719601413279798696,3
1.2.826.0.1.3680043.8.498.12509825237087140646629745447753158673,4
1.2.826.0.1.3680043.8.498.12509944331769453135724043962410129357,3
1.2.826.0.1.3680043.8.498.12510856755988712246013743789183840748,4
1.2.826.0.1.3680043.8.498.12514357232100339485873453417784586592,2
1.2.826.0.1.3680043.8.498.12515322634403509077334846234426636136,2
1.2.826.0.1.3680043.8.498.12518297594498173981937681848554641851,1
1.2.826.0.1.3680043.8.498.12520203592477518476890010185037272575,1
1.2.826.0.1.3680043.8.498.12522620957277632939731546099134770342,1
1.2.826.0.1.3680043.8.498.12523676732876902778577970655429060858,2
1.2.826.0.1.3680043.8.498.12525752631743097782762806859112218620,0
1.2.826.0.1.3680043.8.498.12526590714362529606046044104426807158,2
1.2.826.0.1.3680043.8.498.12526876471494728147635430816990398219,4
1.2.826.0.1.3680043.8.498.12531442175319757740745664049001806494,3
1.2.826.0.1.3680043.8.498.12533105585687352326867082376911240942,4
1.2.826.0.1.3680043.8.498.12534628800787651008876070514080610643,2
1.2.826.0.1.3680043.8.498.12547308734950397389859712060653254111,4
1.2.826.0.1.3680043.8.498.12548176380550230498070609559486512004,2
1.2.826.0.1.3680043.8.498.12552701911592685137269544109687472988,1
1.2.826.0.1.3680043.8.498.12553010776519233077752150342664160826,4
1.2.826.0.1.3680043.8.498.12553455350653672209409408595948190982,1
1.2.826.0.1.3680043.8.498.12554824497579383319980187351290254727,0
1.2.826.0.1.3680043.8.498.12559687473583953266143897736224215680,4
1.2.826.0.1.3680043.8.498.12563940497360871791097093821926086616,3
1.2.826.0.1.3680043.8.498.12568337973304376222940287737691898395,2
1.2.826.0.1.3680043.8.498.12569762036474456642024618586300354737,1
1.2.826.0.1.3680043.8.498.12570576337098834311171883034999327454,1
1.2.826.0.1.3680043.8.498.12573518342767030025851169814440863785,1
1.2.826.0.1.3680043.8.498.12574270269124650675934073761741661292,4
1.2.826.0.1.3680043.8.498.12576055921678075813718486704978381993,0
1.2.826.0.1.3680043.8.498.12577828789206467631166875572423539298,4
1.2.826.0.1.3680043.8.498.12579738538063674380235672702328412431,0
1.2.826.0.1.3680043.8.498.12580232188757225504172709417466515184,3
1.2.826.0.1.3680043.8.498.12583872770399266463538638801797827468,1
1.2.826.0.1.3680043.8.498.12598627296066406747921546933391681918,1
1.2.826.0.1.3680043.8.498.12606136253498337506682547306933254691,3
1.2.826.0.1.3680043.8.498.12606657226568558340797193167488111973,4
1.2.826.0.1.3680043.8.498.12607203615180268117341271176820357242,0
1.2.826.0.1.3680043.8.498.12607659092357834912029375690348886159,0
1.2.826.0.1.3680043.8.498.12607959449008110729566106776800628990,2
1.2.826.0.1.3680043.8.498.12614097867016983076979065551985251584,4
1.2.826.0.1.3680043.8.498.12616376042564380071463081913949255574,4
1.2.826.0.1.3680043.8.498.12619895582462244920124420363095282842,2
1.2.826.0.1.3680043.8.498.12620718517255799151283445360332799702,0
1.2.826.0.1.3680043.8.498.12625250919597111075072308824921101918,1
1.2.826.0.1.3680043.8.498.12626383124142146001532197239671686442,4
1.2.826.0.1.3680043.8.498.12629372332421954368597330267888483345,2
1.2.826.0.1.3680043.8.498.12630423349626505319792444053874011718,0
1.2.826.0.1.3680043.8.498.12632084649033412400763943977604348172,1
1.2.826.0.1.3680043.8.498.12632129640405661298623288977632682289,3
1.2.826.0.1.3680043.8.498.12637591861595747322913829625646935491,4
1.2.826.0.1.3680043.8.498.12638205949145637289277744267473965719,2
1.2.826.0.1.3680043.8.498.12640439197386154384526090653248054582,3
1.2.826.0.1.3680043.8.498.12642641661988102031826128876502303807,4
1.2.826.0.1.3680043.8.498.12644400073937544865441360809610886635,3
1.2.826.0.1.3680043.8.498.12647791319443598318497312837147189300,1
1.2.826.0.1.3680043.8.498.12653936535855858693516515692319733265,4
1.2.826.0.1.3680043.8.498.12655324218817524683138594937984186560,3
1.2.826.0.1.3680043.8.498.12658572494577556884626613972035441625,3
1.2.826.0.1.3680043.8.498.12660901572462562819575002681831361427,0
1.2.826.0.1.3680043.8.498.12668708646283106269005674386248135220,1
1.2.826.0.1.3680043.8.498.12673561338227595483297605409292531492,3
1.2.826.0.1.3680043.8.498.12674069717230126880288353271062347095,4
1.2.826.0.1.3680043.8.498.12674930973831274527829261576087154644,3
1.2.826.0.1.3680043.8.498.12676359576477452816896379524598090410,4
1.2.826.0.1.3680043.8.498.12688954493547892047021455671738310186,3
1.2.826.0.1.3680043.8.498.12689874339887047433232628649886917274,4
1.2.826.0.1.3680043.8.498.12690080124553846006638565600585469969,2
1.2.826.0.1.3680043.8.498.12690803821768205116702487219908820630,2
1.2.826.0.1.3680043.8.498.12692579161952587215276483587686562922,1
1.2.826.0.1.3680043.8.498.12697859103448296208701081683487338111,2
1.2.826.0.1.3680043.8.498.12699751030439008569144814819343161608,3
1.2.826.0.1.3680043.8.498.12700591955254168977239658917260628326,1
1.2.826.0.1.3680043.8.498.12700981063762577397919340901063297803,0
1.2.826.0.1.3680043.8.498.12701097867143790763644826659974337046,0
1.2.826.0.1.3680043.8.498.12704063145595847725421427571860589471,4
1.2.826.0.1.3680043.8.498.12709854414521475738435319009767427434,3
1.2.826.0.1.3680043.8.498.12715067947657150279232238280712066972,4
1.2.826.0.1.3680043.8.498.12715130507546263968763238702574191950,0
1.2.826.0.1.3680043.8.498.12715402081094788880283826571710131940,1
1.2.826.0.1.3680043.8.498.12717728703860353055063551162640833849,4
1.2.826.0.1.3680043.8.498.12718966639501121738042125605376714231,4
1.2.826.0.1.3680043.8.498.12719397512102459853075227679498459688,1
1.2.826.0.1.3680043.8.498.12719455674338091089495020475033082405,2
1.2.826.0.1.3680043.8.498.12724250000565012779853884787450109956,2
1.2.826.0.1.3680043.8.498.12725832336445568031849006413563892122,2
1.2.826.0.1.3680043.8.498.12727488524631885827798129418558343386,3
1.2.826.0.1.3680043.8.498.12728397615513347615111391662798012012,4
1.2.826.0.1.3680043.8.498.12731497178056855493473947157407264492,2
1.2.826.0.1.3680043.8.498.12748840878706905309050091576449488666,3
1.2.826.0.1.3680043.8.498.12754381146006839341912662615844567067,2
1.2.826.0.1.3680043.8.498.12759704450656741777120047828560448622,0
1.2.826.0.1.3680043.8.498.12761906443846433581503942530016459978,3
1.2.826.0.1.3680043.8.498.12762076104929080571464647825161185643,2
1.2.826.0.1.3680043.8.498.12762900657007480138202359874575403361,4
1.2.826.0.1.3680043.8.498.12765434812409174436720333864278447770,2
1.2.826.0.1.3680043.8.498.12769221625850663248477857087347890908,2
1.2.826.0.1.3680043.8.498.12769887673556938425710414718385118283,0
1.2.826.0.1.3680043.8.498.12771448321084229688831202344007889535,1
1.2.826.0.1.3680043.8.498.12775050278338123442507219047972133270,3
1.2.826.0.1.3680043.8.498.12775105605170844918620305197829216665,2
1.2.826.0.1.3680043.8.498.12775769262869064592411499834441472333,4
1.2.826.0.1.3680043.8.498.12778920060586364664953350981285170949,0
1.2.826.0.1.3680043.8.498.12785377697188564760194569072434828180,3
1.2.826.0.1.3680043.8.498.12785620442256422697216192462703273802,2
1.2.826.0.1.3680043.8.498.12785792890626338008419452097492192088,2
1.2.826.0.1.3680043.8.498.12790542912560396272981117250277568532,2
1.2.826.0.1.3680043.8.498.12792431109288033212787919118858331455,0
1.2.826.0.1.3680043.8.498.12798419553759200632295966180228523212,1
1.2.826.0.1.3680043.8.498.12799849540231315910448269889175806934,4
1.2.826.0.1.3680043.8.498.12800130397185143653180509040746675358,3
1.2.826.0.1.3680043.8.498.12801308844398614687904447633432197492,0
1.2.826.0.1.3680043.8.498.12801643268939133682891906705186571010,0
1.2.826.0.1.3680043.8.498.12806792356922865929896103306611295151,3
1.2.826.0.1.3680043.8.498.12810074901642984174782853829149619043,2
1.2.826.0.1.3680043.8.498.12814598731776085957663058326979908652,3
1.2.826.0.1.3680043.8.498.12815132582382825980088023336277934996,2
1.2.826.0.1.3680043.8.498.12817753008281742621758605755308036035,2
1.2.826.0.1.3680043.8.498.12818010040786942613541254450332754046,0
1.2.826.0.1.3680043.8.498.12819437506700585448407291050085063174,1
1.2.826.0.1.3680043.8.498.12820051821104182459960036809430047569,4
1.2.826.0.1.3680043.8.498.12824438254096860470348581093672563751,4
1.2.826.0.1.3680043.8.498.12826828527176716109949704557150950675,3
1.2.826.0.1.3680043.8.498.12827120140904847104302376671076396695,0
1.2.826.0.1.3680043.8.498.12831769902826114242555323443809541052,4
1.2.826.0.1.3680043.8.498.12836702174475748025129787471026627810,1
1.2.826.0.1.3680043.8.498.12837030643153472711780894512565629507,2
1.2.826.0.1.3680043.8.498.12839498544183083639548298117995964432,2
1.2.826.0.1.3680043.8.498.12862782592303338109631225504988756108,3
1.2.826.0.1.3680043.8.498.12864336642218457767597053831458716404,1
1.2.826.0.1.3680043.8.498.12866937766198610064474201436305532400,0
1.2.826.0.1.3680043.8.498.12887544771002132349592859410979448655,4
1.2.826.0.1.3680043.8.498.12896740277483734090633132494285615502,1
1.2.826.0.1.3680043.8.498.12899995703999073968090810947564075608,3
1.2.826.0.1.3680043.8.498.12904190317996738774518258536997285832,1
1.2.826.0.1.3680043.8.498.12907457183137517669505067507754394039,0
1.2.826.0.1.3680043.8.498.12912436233176216254115594260643600155,1
1.2.826.0.1.3680043.8.498.12914677763148740041755977075799271057,3
1.2.826.0.1.3680043.8.498.12917504242141830416624247604384969664,4
1.2.826.0.1.3680043.8.498.12919303621342250989179219420795277559,2
1.2.826.0.1.3680043.8.498.12929915324982999692857962099866616265,3
1.2.826.0.1.3680043.8.498.12936296973456045538701035923586653502,1
1.2.826.0.1.3680043.8.498.12938500386086171684983091332136233036,4
1.2.826.0.1.3680043.8.498.12942677240800343332600884989364651588,4
1.2.826.0.1.3680043.8.498.12946163460972553911280889205685745877,4
1.2.826.0.1.3680043.8.498.12946789387115203718210904958275579544,2
1.2.826.0.1.3680043.8.498.12949322114105642048256996295428966924,4
1.2.826.0.1.3680043.8.498.12950639892345812884896649629409199101,4
1.2.826.0.1.3680043.8.498.12954163390367261226110152166469167935,0
1.2.826.0.1.3680043.8.498.12957252711278416684461267069498115130,0
1.2.826.0.1.3680043.8.498.12957752106697316015996777476239762111,0
1.2.826.0.1.3680043.8.498.12958999546496283565938189274771483491,1
1.2.826.0.1.3680043.8.498.12961116776122838195555132309258963046,0
1.2.826.0.1.3680043.8.498.12965787822216495014894819598440431626,4
1.2.826.0.1.3680043.8.498.12968535455086298222684461157825070395,3
1.2.826.0.1.3680043.8.498.12970315889871740202726744767179863179,3
1.2.826.0.1.3680043.8.498.12978172997053500029791786614906570285,0
1.2.826.0.1.3680043.8.498.12978510157202852202776899910529174803,0
1.2.826.0.1.3680043.8.498.12980448935316870673341494036873313299,3
1.2.826.0.1.3680043.8.498.12981413356524881858859912294078498486,2
1.2.826.0.1.3680043.8.498.12982826264059547618124186257414818172,0
1.2.826.0.1.3680043.8.498.12985683732818911488433522743768046254,2
1.2.826.0.1.3680043.8.498.12986028147682493711912242081052787346,3
1.2.826.0.1.3680043.8.498.12986517636774565418070546261705439006,1
1.2.826.0.1.3680043.8.498.12987428318535758055829100395092244687,2
1.2.826.0.1.3680043.8.498.12992013816638129896738209015383985569,0
1.2.826.0.1.3680043.8.498.13003520962744192762179786723724282013,1
1.2.826.0.1.3680043.8.498.13004048880335015585285100185910148808,2
1.2.826.0.1.3680043.8.498.13009271274636013067662786774946029285,3
1.2.826.0.1.3680043.8.498.13015502057686077045104167339480215528,1
1.2.826.0.1.3680043.8.498.13016684730504329799460698013153308088,2
1.2.826.0.1.3680043.8.498.13017199074506191657941905498813292773,3
1.2.826.0.1.3680043.8.498.13022266764623819477228425331705640702,0
1.2.826.0.1.3680043.8.498.13022585036130454941964190427558363602,2
1.2.826.0.1.3680043.8.498.13024250150960117282590397343184827466,3
1.2.826.0.1.3680043.8.498.13024625496981667037628275235696732200,2
1.2.826.0.1.3680043.8.498.13026024768908635083636086393662414870,1
1.2.826.0.1.3680043.8.498.13026463185033527579856819607371375594,1
1.2.826.0.1.3680043.8.498.13027024577729659065187419038453181852,4
1.2.826.0.1.3680043.8.498.13027502247317650159940595684214701589,4
1.2.826.0.1.3680043.8.498.13028226019192925363616760332442456953,0
1.2.826.0.1.3680043.8.498.13030662056306690969977140713179461363,4
1.2.826.0.1.3680043.8.498.13034169434311535671044673510644711229,2
1.2.826.0.1.3680043.8.498.13035632998746261521316395720102873141,0
1.2.826.0.1.3680043.8.498.13042847643086819857036458569632034999,4
1.2.826.0.1.3680043.8.498.13054766954092919774634499780241210835,4
1.2.826.0.1.3680043.8.498.13062438493893996542058869514390908492,2
1.2.826.0.1.3680043.8.498.13062978180647549151946243290102173508,3
1.2.826.0.1.3680043.8.498.13065120731888368919957856813755701101,4
1.2.826.0.1.3680043.8.498.13068696303639759696458130704554709416,0
1.2.826.0.1.3680043.8.498.13069081594164738319108129224400751974,3
1.2.826.0.1.3680043.8.498.13072908567275370866813748886351904593,3
1.2.826.0.1.3680043.8.498.13073387272228394257811861905056479438,0
1.2.826.0.1.3680043.8.498.13077357855769903335728068420884303993,3
1.2.826.0.1.3680043.8.498.13078009378379325641560321462188164769,1
1.2.826.0.1.3680043.8.498.13078551660783737720660607567713996703,0
1.2.826.0.1.3680043.8.498.13078834627392793401892111941627273421,2
1.2.826.0.1.3680043.8.498.13079170182386765602129976624023222742,0
1.2.826.0.1.3680043.8.498.13086260989634665810181105278930088749,3
1.2.826.0.1.3680043.8.498.13087770868099843948960419968576882974,3
1.2.826.0.1.3680043.8.498.13088550794087945662322609097092458487,2
1.2.826.0.1.3680043.8.498.13092094949394905924922534008771583745,2
1.2.826.0.1.3680043.8.498.13093528938282977263747792690249036456,4
1.2.826.0.1.3680043.8.498.13093751810869039645959119469231437894,0
1.2.826.0.1.3680043.8.498.13096288495834275184930201615129174987,1
1.2.826.0.1.3680043.8.498.13099702881219862576749493772702888064,2
1.2.826.0.1.3680043.8.498.13102058401501684064017656674827527261,4
1.2.826.0.1.3680043.8.498.13103513835731355705707295729643672786,2
1.2.826.0.1.3680043.8.498.13108275880471592702987713766776683590,2
1.2.826.0.1.3680043.8.498.13113623966675790946816351311283701141,2
1.2.826.0.1.3680043.8.498.13114228294359876639109410575915394712,4
1.2.826.0.1.3680043.8.498.13114693814781737495494700902699619138,3
1.2.826.0.1.3680043.8.498.13116941594523500503401720636978356127,2
1.2.826.0.1.3680043.8.498.13118325043138522704531128725514354285,4
1.2.826.0.1.3680043.8.498.13118532243906060645114391749986421707,3
1.2.826.0.1.3680043.8.498.13125910783461518266627225743585018143,3
1.2.826.0.1.3680043.8.498.13126070481622692281046898445918832841,1
1.2.826.0.1.3680043.8.498.13126380916005729420163981055214890048,0
1.2.826.0.1.3680043.8.498.13128352910661672966143173193241171100,2
1.2.826.0.1.3680043.8.498.13128506994126383651503283021834372142,2
1.2.826.0.1.3680043.8.498.13129258242739880102472095242703169773,3
1.2.826.0.1.3680043.8.498.13130534736322715018024786213131944607,2
1.2.826.0.1.3680043.8.498.13131420451380633781538717117200087258,3
1.2.826.0.1.3680043.8.498.13133755791254469039849289186598412660,1
1.2.826.0.1.3680043.8.498.13135567399913958681613600650440761032,3
1.2.826.0.1.3680043.8.498.13136367866260644484250529322937554927,2
1.2.826.0.1.3680043.8.498.13136392756016978765204420377500607545,1
1.2.826.0.1.3680043.8.498.13137510961466386836387239510287919268,2
1.2.826.0.1.3680043.8.498.13137549927896953291645459480590055925,2
1.2.826.0.1.3680043.8.498.13139684164906828131777150061532685584,2
1.2.826.0.1.3680043.8.498.13143446880514535170343243531129864116,2
1.2.826.0.1.3680043.8.498.13146466304138609448483938844487385775,2
1.2.826.0.1.3680043.8.498.13147249459968468500804358644901642270,3
1.2.826.0.1.3680043.8.498.13148805278538458401210722493048566510,1
1.2.826.0.1.3680043.8.498.13150780733560495803861509587935093776,4
1.2.826.0.1.3680043.8.498.13150794288945922409613136250303663502,4
1.2.826.0.1.3680043.8.498.13151845892175420505816340845155354956,1
1.2.826.0.1.3680043.8.498.13152690996267297597178587721720788387,3
1.2.826.0.1.3680043.8.498.13155572156594271049520969168607160312,4
1.2.826.0.1.3680043.8.498.13157776420553094741176082047621957775,3
1.2.826.0.1.3680043.8.498.13158227087287104386790063637592969032,0
1.2.826.0.1.3680043.8.498.13158644154518335426512578922874968296,1
1.2.826.0.1.3680043.8.498.13162284470388627411596358366248494046,2
1.2.826.0.1.3680043.8.498.13162479706670045075896993021883562680,1
1.2.826.0.1.3680043.8.498.13163727085668231782866823012535268245,0
1.2.826.0.1.3680043.8.498.13165770394160595162984722917452661205,2
1.2.826.0.1.3680043.8.498.13167727300538353052482338786183678684,2
1.2.826.0.1.3680043.8.498.13172295193446466338347273836250944090,4
1.2.826.0.1.3680043.8.498.13173050135651736408720687361834045815,4
1.2.826.0.1.3680043.8.498.13173781757294564816839795307893228067,2
1.2.826.0.1.3680043.8.498.13173926977743814814616127342102020710,1
1.2.826.0.1.3680043.8.498.13176146790594027813190776550419533937,1
1.2.826.0.1.3680043.8.498.13179169600887013946657470830682778717,4
1.2.826.0.1.3680043.8.498.13179829911816163852815103052496326166,0
1.2.826.0.1.3680043.8.498.13197409499722328227876152940338160369,3
1.2.826.0.1.3680043.8.498.13199635020145400856987271814458645896,4
1.2.826.0.1.3680043.8.498.13200225436827306542001129042739578441,3
1.2.826.0.1.3680043.8.498.13203246712933982189680087013566455075,4
1.2.826.0.1.3680043.8.498.13207489724395276840990928372610055495,3
1.2.826.0.1.3680043.8.498.13210084125872700841685814144002495145,0
1.2.826.0.1.3680043.8.498.13211838518836535713919214396985811434,3
1.2.826.0.1.3680043.8.498.13212280182729018182073794487313115605,1
1.2.826.0.1.3680043.8.498.13214267416673058581197714011913363750,2
1.2.826.0.1.3680043.8.498.13222515831888962408632292783773537312,0
1.2.826.0.1.3680043.8.498.13224933005220329091792052916905776921,1
1.2.826.0.1.3680043.8.498.13226961394403558608712498872213808226,1
1.2.826.0.1.3680043.8.498.13229563888378977350299319159748823477,3
1.2.826.0.1.3680043.8.498.13232501202175905676335982676386953813,3
1.2.826.0.1.3680043.8.498.13234278816788324761159326624155958655,1
1.2.826.0.1.3680043.8.498.13240749152416621711688053465035013133,4
1.2.826.0.1.3680043.8.498.13242536312535334908597493894251783308,4
1.2.826.0.1.3680043.8.498.13245409855393847268063261203253424169,3
1.2.826.0.1.3680043.8.498.13246496699722524712272293738359002501,3
1.2.826.0.1.3680043.8.498.13256173302993031630968402868348974108,3
1.2.826.0.1.3680043.8.498.13261595972961358158990410740461308054,2
1.2.826.0.1.3680043.8.498.13262053361139017457941697384315610025,1
1.2.826.0.1.3680043.8.498.13262473718294425031790270527413368245,3
1.2.826.0.1.3680043.8.498.13262583253812134425581922368942846684,0
1.2.826.0.1.3680043.8.498.13263128568157735797391439005687112733,2
1.2.826.0.1.3680043.8.498.13267708980958529833316446819156908381,3
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,2
1.2.826.0.1.3680043.8.498.13269841239774089690227054060975903636,2
1.2.826.0.1.3680043.8.498.13273890409523605456488117581706115075,2
1.2.826.0.1.3680043.8.498.13280017707177438711374726939683941320,0
1.2.826.0.1.3680043.8.498.13283411144589724334502427926341646116,0
1.2.826.0.1.3680043.8.498.13284123714012951608998434802430211634,1
1.2.826.0.1.3680043.8.498.13286048014183811835847662577023535662,1
1.2.826.0.1.3680043.8.498.13288244567806030859347115222642155186,2
1.2.826.0.1.3680043.8.498.13290698873574296175460151724606672982,4
1.2.826.0.1.3680043.8.498.13291943370279119939499960846843879156,0
1.2.826.0.1.3680043.8.498.13295231176137292542631413614945667314,1
1.2.826.0.1.3680043.8.498.13295633458001436592005068637719195786,1
1.2.826.0.1.3680043.8.498.13297973188397662905314777604089528518,1
1.2.826.0.1.3680043.8.498.13309299049346932814529962458932580753,1
1.2.826.0.1.3680043.8.498.13312139694018789912028129989483016875,4
1.2.826.0.1.3680043.8.498.13314276151860609710431717811242659651,4
1.2.826.0.1.3680043.8.498.13319886927127591971322856062062654146,2
1.2.826.0.1.3680043.8.498.13321746459276191365724686301267421531,0
1.2.826.0.1.3680043.8.498.13323187196249612936800308722675884644,1
1.2.826.0.1.3680043.8.498.13328029743559327467301971917273397645,2
1.2.826.0.1.3680043.8.498.13330694332190836651711643932953274573,2
1.2.826.0.1.3680043.8.498.13332521365069604440230185026865466121,2
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,1
1.2.826.0.1.3680043.8.498.13335786652653204791740906118815827207,3
1.2.826.0.1.3680043.8.498.13341507176140340924941654608476073030,3
1.2.826.0.1.3680043.8.498.13353249891620291438488727876474802879,0
1.2.826.0.1.3680043.8.498.13353409340862821090624127486679097099,0
1.2.826.0.1.3680043.8.498.13353966209257569249620562863006006441,0
1.2.826.0.1.3680043.8.498.13357923062946813820390731946535198170,0
1.2.826.0.1.3680043.8.498.13358702230966891064267033765095124604,4
1.2.826.0.1.3680043.8.498.13361877959630120404875545203408927433,3
1.2.826.0.1.3680043.8.498.13363562142644508091380459785810556567,4
1.2.826.0.1.3680043.8.498.13363856251607349805111249441972460575,3
1.2.826.0.1.3680043.8.498.13367691581890020433564928882602648123,3
1.2.826.0.1.3680043.8.498.13367740087756379568826046059252678700,0
1.2.826.0.1.3680043.8.498.13368881691140330168876825436602977388,3
1.2.826.0.1.3680043.8.498.13369443704765101449274062863864122737,0
1.2.826.0.1.3680043.8.498.13371001997511542011416510364359588752,2
1.2.826.0.1.3680043.8.498.13377426362348493372112241208607685717,0
1.2.826.0.1.3680043.8.498.13380735447520796902327272696579348141,2
1.2.826.0.1.3680043.8.498.13383972749798909973472489456126521194,0
1.2.826.0.1.3680043.8.498.13390551515761269433524925969561757962,0
1.2.826.0.1.3680043.8.498.13391735462825209934041441767886593395,0
1.2.826.0.1.3680043.8.498.13393268272072264469105890769640363680,2
1.2.826.0.1.3680043.8.498.13399254446600380420635633478666850540,1
1.2.826.0.1.3680043.8.498.13400273795954308944359576841942016981,3
1.2.826.0.1.3680043.8.498.13405120554981098042415743645998258385,1
1.2.826.0.1.3680043.8.498.13430522388784978790587514142693914965,2
1.2.826.0.1.3680043.8.498.13440909104569690641314836192184434461,0
1.2.826.0.1.3680043.8.498.13455212888114594010716499984611216646,4
1.2.826.0.1.3680043.8.498.13459473184684263663596121399737033933,1
1.2.826.0.1.3680043.8.498.13460078631594032326006554321483799928,2
1.2.826.0.1.3680043.8.498.13460268079835549295338279322112693785,1
1.2.826.0.1.3680043.8.498.13461073016327661159616957998589287085,3
1.2.826.0.1.3680043.8.498.13463672277039459152171414002273376185,1
